supergrupo,Año,Ubicación,Detalle,Nombre grupo,ANIO,Color
Accu - Auc,01/01/1999,"10.031136, -74.218290","<p>En 1999, Rodrigo Tovar Pupo, alias ‘Jorge 40’, se convirtió en el jefe del Bloque Norte de las Auc por orden de Salvatore Mancuso y de Carlos Castaño. Aunque este grupo paramilitar tuvo origen en Norte de Santander, se expandió rápidamente hacia Pivijay, un municipio del departamento del Magdalena donde el Bloque Norte logró aliarse con organizaciones ilegales de seguridad, familias poderosas y grupos de poder político y económico de la región.
</p>
<p>
En 1999, ‘Jorge 40’ abrió una base paramilitar en el municipio de San Ángel, ubicada en los límites entre Magdalena y Cesar, desde donde las Auc proyectaron su expansión hacia el Atlántico. En el Cesar ‘Jorge 40’ tenía influencia desde hacía años por medio del Frente Juan Andrés Álvarez.
</p>
<p>
Rutas del Conflicto documentó siete masacres perpetradas por los ‘paras’ del Bloque Norte en Cesar, La Guajira y Magdalena durante el año 2000, como la masacre de El Piñón, a comienzos del año, en la que 27 personas fueron descuartizadas. Según publicó el Centro de Memoria Histórica en el informe ¡Basta Ya!, estos hechos en El Piñón hicieron parte de una ofensiva que Castaño lanzó como retaliación a un ataque que hizo la guerrilla de las Farc en diciembre de 1998 al campamento central de las Auc.</p>",Bloque Norte,1999,a
Accu - Auc,01/01/1999,"10.944126, -72.957364","<p>En 1999, Rodrigo Tovar Pupo, alias ‘Jorge 40’, se convirtió en el jefe del Bloque Norte de las Auc por orden de Salvatore Mancuso y de Carlos Castaño. Aunque este grupo paramilitar tuvo origen en Norte de Santander, se expandió rápidamente hacia Pivijay, un municipio del departamento del Magdalena donde el Bloque Norte logró aliarse con organizaciones ilegales de seguridad, familias poderosas y grupos de poder político y económico de la región.
</p>
<p>
En 1999, ‘Jorge 40’ abrió una base paramilitar en el municipio de San Ángel, ubicada en los límites entre Magdalena y Cesar, desde donde las Auc proyectaron su expansión hacia el Atlántico. En el Cesar ‘Jorge 40’ tenía influencia desde hacía años por medio del Frente Juan Andrés Álvarez.
</p>
<p>
Rutas del Conflicto documentó siete masacres perpetradas por los ‘paras’ del Bloque Norte en Cesar, La Guajira y Magdalena durante el año 2000, como la masacre de El Piñón, a comienzos del año, en la que 27 personas fueron descuartizadas. Según publicó el Centro de Memoria Histórica en el informe ¡Basta Ya!, estos hechos en El Piñón hicieron parte de una ofensiva que Castaño lanzó como retaliación a un ataque que hizo la guerrilla de las Farc en diciembre de 1998 al campamento central de las Auc.</p>",Bloque Norte,1999,a
Accu - Auc,01/01/1999,"9.208045, -73.545049","<p>En 1999, Rodrigo Tovar Pupo, alias ‘Jorge 40’, se convirtió en el jefe del Bloque Norte de las Auc por orden de Salvatore Mancuso y de Carlos Castaño. Aunque este grupo paramilitar tuvo origen en Norte de Santander, se expandió rápidamente hacia Pivijay, un municipio del departamento del Magdalena donde el Bloque Norte logró aliarse con organizaciones ilegales de seguridad, familias poderosas y grupos de poder político y económico de la región.
</p>
<p>
En 1999, ‘Jorge 40’ abrió una base paramilitar en el municipio de San Ángel, ubicada en los límites entre Magdalena y Cesar, desde donde las Auc proyectaron su expansión hacia el Atlántico. En el Cesar ‘Jorge 40’ tenía influencia desde hacía años por medio del Frente Juan Andrés Álvarez.
</p>
<p>
Rutas del Conflicto documentó siete masacres perpetradas por los ‘paras’ del Bloque Norte en Cesar, La Guajira y Magdalena durante el año 2000, como la masacre de El Piñón, a comienzos del año, en la que 27 personas fueron descuartizadas. Según publicó el Centro de Memoria Histórica en el informe ¡Basta Ya!, estos hechos en El Piñón hicieron parte de una ofensiva que Castaño lanzó como retaliación a un ataque que hizo la guerrilla de las Farc en diciembre de 1998 al campamento central de las Auc.</p>",Bloque Norte,1999,a
Accu - Auc,01/01/1999,"10.802306, -74.176023","<p>En 1999, Rodrigo Tovar Pupo, alias ‘Jorge 40’, se convirtió en el jefe del Bloque Norte de las Auc por orden de Salvatore Mancuso y de Carlos Castaño. Aunque este grupo paramilitar tuvo origen en Norte de Santander, se expandió rápidamente hacia Pivijay, un municipio del departamento del Magdalena donde el Bloque Norte logró aliarse con organizaciones ilegales de seguridad, familias poderosas y grupos de poder político y económico de la región.
</p>
<p>
En 1999, ‘Jorge 40’ abrió una base paramilitar en el municipio de San Ángel, ubicada en los límites entre Magdalena y Cesar, desde donde las Auc proyectaron su expansión hacia el Atlántico. En el Cesar ‘Jorge 40’ tenía influencia desde hacía años por medio del Frente Juan Andrés Álvarez.
</p>
<p>
Rutas del Conflicto documentó siete masacres perpetradas por los ‘paras’ del Bloque Norte en Cesar, La Guajira y Magdalena durante el año 2000, como la masacre de El Piñón, a comienzos del año, en la que 27 personas fueron descuartizadas. Según publicó el Centro de Memoria Histórica en el informe ¡Basta Ya!, estos hechos en El Piñón hicieron parte de una ofensiva que Castaño lanzó como retaliación a un ataque que hizo la guerrilla de las Farc en diciembre de 1998 al campamento central de las Auc.</p>",Bloque Norte,1999,a
Accu - Auc,01/01/1999,"0.532555, -76.510089","<p>Las masacres de El Tigre y El Placer perpetradas en 1999 por el Bloque Sur Putumayo, marcaron la entrada definitiva del grupo paramilitar en sur del país. Este bloque fue creado por los hermanos Carlos y Vicente Castaño en alianza con narcotraficantes para apropiarse de territorios en los que las Farc manejaban el negocio del tráfico de drogas.
</p>
<p>
Desde ese momento, los habitantes del medio y bajo Putumayo tuvieron que vivir bajo las órdenes de los ‘paras’ que no solo dominaron el negocio del tráfico de droga, sino que extorsionaron a los comerciantes y abusaron sexualmente de las mujeres de la región. El bloque se asentó en Puerto Asís desde su creación pero después de la masacre de El Placer, instaló allí una base paramilitar.
</p>
<p>
Desde 1998 el bloque seguía las órdenes de Rafael Antonio Londoño, alias ‘Rafa Putumayo’, pero Londoño solo iba a la zona esporádicamente pues vivía en Medellín. Estos ‘paras’ perpetraron al menos seis masacres en 1999. En El Tigre fueron asesinadas 28 personas y al menos 14 desaparecidas y en El Placer murieron 11 pobladores.</p>+",Bloque Sur Putumayo,1999,a
Accu - Auc,01/01/1999,"0.469642, -76.983160","<p>Las masacres de El Tigre y El Placer perpetradas en 1999 por el Bloque Sur Putumayo, marcaron la entrada definitiva del grupo paramilitar en sur del país. Este bloque fue creado por los hermanos Carlos y Vicente Castaño en alianza con narcotraficantes para apropiarse de territorios en los que las Farc manejaban el negocio del tráfico de drogas.
</p>
<p>
Desde ese momento, los habitantes del medio y bajo Putumayo tuvieron que vivir bajo las órdenes de los ‘paras’ que no solo dominaron el negocio del tráfico de droga, sino que extorsionaron a los comerciantes y abusaron sexualmente de las mujeres de la región. El bloque se asentó en Puerto Asís desde su creación pero después de la masacre de El Placer, instaló allí una base paramilitar.
</p>
<p>
Desde 1998 el bloque seguía las órdenes de Rafael Antonio Londoño, alias ‘Rafa Putumayo’, pero Londoño solo iba a la zona esporádicamente pues vivía en Medellín. Estos ‘paras’ perpetraron al menos seis masacres en 1999. En El Tigre fueron asesinadas 28 personas y al menos 14 desaparecidas y en El Placer murieron 11 pobladores.</p>
",Bloque Sur Putumayo,1999,a
Accu - Auc,01/01/1999,"0.682499, -76.877964","<p>Las masacres de El Tigre y El Placer perpetradas en 1999 por el Bloque Sur Putumayo, marcaron la entrada definitiva del grupo paramilitar en sur del país. Este bloque fue creado por los hermanos Carlos y Vicente Castaño en alianza con narcotraficantes para apropiarse de territorios en los que las Farc manejaban el negocio del tráfico de drogas.
</p>
<p>
Desde ese momento, los habitantes del medio y bajo Putumayo tuvieron que vivir bajo las órdenes de los ‘paras’ que no solo dominaron el negocio del tráfico de droga, sino que extorsionaron a los comerciantes y abusaron sexualmente de las mujeres de la región. El bloque se asentó en Puerto Asís desde su creación pero después de la masacre de El Placer, instaló allí una base paramilitar.
</p>
<p>
Desde 1998 el bloque seguía las órdenes de Rafael Antonio Londoño, alias ‘Rafa Putumayo’, pero Londoño solo iba a la zona esporádicamente pues vivía en Medellín. Estos ‘paras’ perpetraron al menos seis masacres en 1999. En El Tigre fueron asesinadas 28 personas y al menos 14 desaparecidas y en El Placer murieron 11 pobladores.</p>",Bloque Sur Putumayo,1999,a
Accu - Auc,01/01/1999,"6.310499, -76.124247","<p>Para 1999, el Bloque Suroeste Antioqueño llevaba dos años bajo el mando de Carlos Mauricio García, alias ‘Doble Cero’, exjefe del Bloque Metro. Durante este año, este grupo paramilitar fue acusado de asesinar a tres sindicalistas en el municipio de Hispania. Rutas del Conflicto documentó que el 26 de junio de 1999, hombres del Suroeste llegaron al municipio de Angelópolis y mataron a cuatro personas.
</p>
<p>
Su rango de influencia fue, como indica su nombre, en el Suroeste antioqueño específicamente en la zona que comprende los municipios mineros de Venecia, Amagá, Titiribí y Angelópolis, y los cafeteros de Salgar, Betulia, Urrao, Concordia, Andes y Ciudad Bolívar.</p>",Bloque Suroeste Antioqueño,1999,a
Accu - Auc,01/01/1999,"5.853224, -76.021802","<p>Para 1999, el Bloque Suroeste Antioqueño llevaba dos años bajo el mando de Carlos Mauricio García, alias ‘Doble Cero’, exjefe del Bloque Metro. Durante este año, este grupo paramilitar fue acusado de asesinar a tres sindicalistas en el municipio de Hispania. Rutas del Conflicto documentó que el 26 de junio de 1999, hombres del Suroeste llegaron al municipio de Angelópolis y mataron a cuatro personas.
</p>
<p>
Su rango de influencia fue, como indica su nombre, en el Suroeste antioqueño específicamente en la zona que comprende los municipios mineros de Venecia, Amagá, Titiribí y Angelópolis, y los cafeteros de Salgar, Betulia, Urrao, Concordia, Andes y Ciudad Bolívar.</p>",Bloque Suroeste Antioqueño,1999,a
Accu - Auc,01/01/1999,"6.132560, -75.706465","<p>Para 1999, el Bloque Suroeste Antioqueño llevaba dos años bajo el mando de Carlos Mauricio García, alias ‘Doble Cero’, exjefe del Bloque Metro. Durante este año, este grupo paramilitar fue acusado de asesinar a tres sindicalistas en el municipio de Hispania. Rutas del Conflicto documentó que el 26 de junio de 1999, hombres del Suroeste llegaron al municipio de Angelópolis y mataron a cuatro personas.
</p>
<p>
Su rango de influencia fue, como indica su nombre, en el Suroeste antioqueño específicamente en la zona que comprende los municipios mineros de Venecia, Amagá, Titiribí y Angelópolis, y los cafeteros de Salgar, Betulia, Urrao, Concordia, Andes y Ciudad Bolívar.</p>",Bloque Suroeste Antioqueño,1999,a
Accu - Auc,01/01/1999,"3.511871, -75.912892","<p>El origen del Bloque Tolima se remonta a los primeros grupos de autodefensa antiguerrilleros del país. Las guerrillas liberales y comunistas que se habían unido para enfrentar al gobierno en la época de La Violencia se dividieron a principios de la década de los sesenta y se enfrentaron en una guerra a muerte. Los grupos que combatieron a las guerrillas, terminaron años más tarde financiados por los ganaderos y grupos de narcotraficantes de la zona. El más conocido de estas estructuras fue Rojo Atá que servía de grupo de vigilancia privada a varios capos en la región y que luego sirvió, junto a las Convivir de la zona, como base para la conformación del Bloque Tolima en 1999.
</p>
<p>
Ese año llegó a la región otra estructura paramilitar llamada Autodefensas Campesinas del Magdalena Medio, Acmm, y los hermanos Carlos y Vicente Castaño unieron las bandas de paramilitares que delinquían en el departamento, los entrenaron, les dieron armas y designaron a Diego José Martínez Goyeneche, alias 'Daniel', como jefe de este grupo paramilitar. El Bloque Tolima se instaló en algunos corregimientos de Río Blanco y en Ataco.</p>",Bloque Tolima,1999,a
Accu - Auc,01/01/1999,"3.585791, -75.386201","<p>El origen del Bloque Tolima se remonta a los primeros grupos de autodefensa antiguerrilleros del país. Las guerrillas liberales y comunistas que se habían unido para enfrentar al gobierno en la época de La Violencia se dividieron a principios de la década de los sesenta y se enfrentaron en una guerra a muerte. Los grupos que combatieron a las guerrillas, terminaron años más tarde financiados por los ganaderos y grupos de narcotraficantes de la zona. El más conocido de estas estructuras fue Rojo Atá que servía de grupo de vigilancia privada a varios capos en la región y que luego sirvió, junto a las Convivir de la zona, como base para la conformación del Bloque Tolima en 1999.
</p>
<p>
Ese año llegó a la región otra estructura paramilitar llamada Autodefensas Campesinas del Magdalena Medio, Acmm, y los hermanos Carlos y Vicente Castaño unieron las bandas de paramilitares que delinquían en el departamento, los entrenaron, les dieron armas y designaron a Diego José Martínez Goyeneche, alias 'Daniel', como jefe de este grupo paramilitar. El Bloque Tolima se instaló en algunos corregimientos de Río Blanco y en Ataco.
</p>",Bloque Tolima,1999,a
